,property_id,price,neighbourhood,room_type,minimum_nights,number_of_reviews,reviews_per_month,availability_365,host_id,calculated_host_listings_count,arp_2019
22505,18198575,60,prospect lefferts gardens,Private room,5,15,0.64,41,16091224,2,2042.0
22506,18201148,379,long island city,Entire home,4,91,3.44,152,48205496,2,3774.0
22507,18201247,285,east village,Entire home,30,0,0.0,364,2856748,49,3241.0
22508,18203651,60,east flatbush,Private room,2,16,0.71,0,649374,1,2131.0
22509,18205794,329,west village,Entire home,4,33,1.25,16,1448674,1,5794.0
22510,18206686,225,east village,Entire home,30,0,0.0,347,22541573,87,3241.0
22511,18207319,75,longwood,Private room,3,6,0.25,87,125687221,1,1843.0
22512,18208285,100,upper east side,Private room,1,68,2.62,5,43200701,1,3372.0
22513,18208738,200,harlem,Entire home,2,68,2.9,43,20368225,3,2609.0
22514,18208811,115,harlem,Private room,1,120,4.77,34,20368225,3,2609.0
22515,18209427,85,bushwick,Private room,3,8,0.3,3,2208374,2,2553.0
22516,18209795,40,upper west side,Private room,1,14,0.52,0,35525179,1,3749.0
22517,18210358,235,kips bay,Entire home,1,0,0.0,0,76114242,1,3048.0
22518,18210425,64,boerum hill,Private room,1,3,0.19,3,125717450,1,3035.0
22519,18210950,134,midtown,Entire home,4,2,0.08,0,57571805,3,5794.0
22520,18211259,86,flatbush ditmas park,Entire home,14,1,0.04,349,10285950,3,2231.0
22521,18213280,330,upper west side,Entire home,3,3,0.11,0,6726364,2,3749.0
22522,18213425,170,prospect lefferts gardens,Entire home,3,19,0.81,0,125746559,1,2042.0
22523,18214015,90,little italy,Private room,1,106,4.29,9,41874064,2,2842.0
22524,18215065,65,flushing,Entire home,2,84,3.19,119,10366837,3,2264.0
22525,18216372,60,sunnyside,Private room,2,2,0.08,40,27966322,1,2544.0
22526,18221090,75,jackson heights,Private room,1,6,0.32,341,125821659,1,2153.0
22527,18221723,265,williamsburg,Entire home,3,26,1.01,70,3591955,1,3352.0
22528,18221864,148,upper west side,Entire home,1,131,4.9,277,70601471,1,3749.0
22529,18221952,95,ditmars steinway,Private room,1,31,1.2,90,17247848,1,2287.0
22530,18222186,94,harlem,Private room,3,2,0.08,0,125833008,1,2609.0
22531,18222359,109,bedford stuyvesant,Entire home,2,112,4.22,258,120804342,2,2442.0
22532,18223667,490,upper east side,Entire home,14,1,0.04,180,15069930,1,3372.0
22533,18225729,200,soho,Entire home,3,16,0.6,15,121400000,1,8880.0
22534,18225813,69,williamsburg,Private room,15,0,0.0,0,44785461,1,3352.0
22535,18225912,99,flushing,Entire home,3,95,3.52,63,3656008,1,2264.0
22536,18226037,75,clinton hill,Private room,4,14,0.54,10,29950960,1,3057.0
22537,18226108,146,williamsburg,Entire home,4,58,2.5,17,57641560,2,3352.0
22538,18226843,77,murray hill,Private room,2,3,0.12,0,3600065,1,4040.0
22539,18227315,35,glendale,Private room,30,7,0.27,294,87723508,2,1917.0
22540,18227529,140,harlem,Entire home,2,82,3.17,5,21940966,2,2609.0
22541,18227645,100,east harlem,Private room,1,22,0.81,0,20899650,1,2664.0
22542,18228187,45,flushing,Private room,1,94,3.48,62,123580100,2,2264.0
22543,18229274,185,east flatbush,Entire home,6,60,3.22,112,125914985,2,2131.0
22544,18229365,60,mount hope,Entire home,5,3,0.13,0,6358504,1,
22545,18235200,50,east elmhurst,Private room,2,1,0.14,34,62466309,1,2176.0
22546,18236999,50,bedford stuyvesant,Private room,2,5,0.19,0,23269913,1,2442.0
22547,18239613,47,bedford stuyvesant,Private room,35,1,0.09,75,28260191,1,2442.0
22548,18239623,186,midtown,Entire home,1,0,0.0,0,22307295,1,5794.0
22549,18239876,100,washington heights,Entire home,3,71,2.66,363,125589679,1,1954.0
22550,18239917,400,east village,Entire home,3,3,0.36,14,126015118,1,3241.0
22551,18240632,75,baychester,Private room,1,3,0.11,129,64425305,1,2842.0
22552,18240637,145,crown heights,Private room,3,1,0.04,0,27442469,1,2321.0
22553,18240743,65,stapleton,Private room,1,56,2.09,351,72603148,3,2176.0
22554,18240963,110,coney island,Entire home,3,52,1.95,150,114736959,6,2040.0
22555,18241920,85,harlem,Entire home,7,2,0.08,0,122495279,1,2609.0
22556,18242004,51,washington heights,Entire home,1,4,0.15,0,106932244,1,1954.0
22557,18248683,140,east village,Entire home,5,1,0.04,0,126101478,1,3241.0
22558,18249844,85,harlem,Entire home,1,25,0.93,0,126110994,1,2609.0
22559,18251681,165,clinton hill,Private room,2,109,4.04,246,22769654,1,3057.0
22560,18252313,30,harlem,Private room,5,3,0.12,0,2331158,1,2609.0
22561,18252876,116,morningside heights,Entire home,3,16,0.61,0,60022283,1,2250.0
22562,18253290,70,greenpoint,Entire home,13,8,0.33,0,17049693,1,3974.0
22563,18253324,46,crown heights,Entire home,30,25,1.02,0,19377326,1,2321.0
22564,18253938,70,inwood,Entire home,20,17,0.72,0,23168773,1,1787.0
22565,18254225,250,hells kitchen,Entire home,4,0,0.0,0,125654433,1,3796.0
22566,18254259,70,bedford stuyvesant,Private room,28,14,0.52,265,3788839,4,2442.0
22567,18254314,140,east village,Private room,4,11,0.42,0,100288,1,3241.0
22568,18254317,150,upper west side,Private room,1,0,0.0,0,101262003,2,3749.0
22569,18255124,168,kips bay,Entire home,7,10,0.37,0,64351850,1,3048.0
22570,18255225,85,midwood,Entire home,5,15,1.01,105,43089949,1,2631.0
22571,18255869,50,east flatbush,Private room,30,32,1.29,64,126176275,4,2131.0
22572,18256895,99,hells kitchen,Private room,1,159,5.88,178,122265852,2,3796.0
22573,18257701,65,bedford stuyvesant,Private room,2,2,0.08,0,125585107,1,2442.0
22574,18263839,145,financial district,Entire home,3,87,3.28,140,57192926,1,5594.0
22575,18264166,50,richmond hill,Private room,1,102,4.02,354,126247863,2,2065.0
22576,18264659,39,harlem,Private room,30,3,0.14,282,63417081,8,2609.0
22577,18264726,200,williamsburg,Private room,4,2,0.07,0,18184562,1,3352.0
22578,18265387,69,bushwick,Private room,2,23,0.89,145,99608108,3,2553.0
22579,18266105,300,chelsea,Entire home,30,51,2.55,126,4393578,2,6327.0
22580,18266775,69,bushwick,Private room,2,34,1.33,319,99608108,3,2553.0
22581,18268053,40,woodside,Private room,31,2,0.16,362,3250450,18,2220.0
22582,18268257,160,bedford stuyvesant,Entire home,5,11,0.46,0,3955533,1,2442.0
22583,18269285,99,midtown,Shared room,3,6,0.24,0,126292511,1,5794.0
22584,18270109,29,bushwick,Private room,2,40,1.49,319,99608108,3,2553.0
22585,18270199,55,greenpoint,Private room,5,0,0.0,0,13058935,1,3974.0
22586,18271282,850,soho,Entire home,30,7,0.26,365,126311719,1,8880.0
22587,18271460,75,brooklyn heights,Private room,3,1,0.04,0,106130636,1,4528.0
22588,18271718,60,bushwick,Private room,1,83,3.15,175,40883799,3,2553.0
22589,18272185,249,williamsburg,Entire home,60,2,0.08,0,1495058,1,3352.0
22590,18272753,69,bushwick,Private room,2,16,0.61,0,20175399,1,2553.0
22591,18273151,100,financial district,Private room,1,0,0.0,0,125438374,1,5594.0
22592,18273542,75,bedford stuyvesant,Private room,1,14,0.52,89,9909635,3,2442.0
22593,18274232,179,hells kitchen,Private room,2,34,1.31,84,21380187,1,3796.0
22594,18274492,80,grant city,Entire home,3,68,2.55,50,5949541,1,
22595,18275502,196,bedford stuyvesant,Entire home,2,88,3.32,9,87766324,2,2442.0
22596,18276042,43,washington heights,Private room,5,1,0.04,0,39442448,1,1954.0
22597,18283136,145,hells kitchen,Shared room,4,0,0.0,0,44453334,1,3796.0
22598,18283367,50,inwood,Private room,5,2,0.08,0,126420866,1,1787.0
22599,18283511,99,hells kitchen,Private room,1,134,4.96,176,122265852,2,3796.0
22600,18283646,80,harlem,Private room,2,18,0.69,55,28462809,1,2609.0
22601,18285079,118,east village,Entire home,2,4,0.92,0,13816539,1,3241.0
22602,18286031,55,ridgewood,Private room,1,21,0.79,0,77501050,1,2287.0
22603,18286212,200,clinton hill,Entire home,7,9,0.36,269,126444590,1,3057.0
22604,18286232,150,east village,Private room,1,0,0.0,0,18167404,1,3241.0
22605,18286926,125,canarsie,Entire home,1,26,1.07,360,126451493,1,1821.0
22606,18287688,145,upper east side,Entire home,1,15,0.62,0,57531995,1,3372.0
22607,18287772,99,hells kitchen,Private room,1,155,5.74,179,126168966,3,3796.0
22608,18288169,80,williamsburg,Private room,2,1,0.04,0,1918417,1,3352.0
22609,18288371,195,chelsea,Entire home,6,33,1.36,1,8008110,1,6327.0
22610,18288391,42,bedford stuyvesant,Private room,14,4,0.16,0,68579384,2,2442.0
22611,18288660,53,washington heights,Private room,30,11,0.42,354,32304780,3,1954.0
22612,18288774,125,cobble hill,Entire home,4,3,0.11,0,17393160,1,2886.0
22613,18288828,99,hells kitchen,Private room,1,147,5.45,174,126168966,3,3796.0
22614,18290402,210,chelsea,Entire home,28,4,0.15,95,3140916,1,6327.0
22615,18290561,177,harlem,Entire home,3,71,2.67,199,9777215,3,2609.0
22616,18290841,145,morningside heights,Entire home,1,0,0.0,0,33608519,1,2250.0
22617,18291430,44,marble hill,Private room,5,18,0.69,349,18692297,1,1243.0
22618,18291740,85,east village,Private room,3,5,0.24,9,2308459,1,3241.0
22619,18291916,150,clinton hill,Entire home,4,8,0.3,0,33943711,1,3057.0
22620,18294238,70,flushing,Private room,3,88,3.28,358,120767920,10,2264.0
22621,18297633,150,east flatbush,Private room,2,0,0.0,0,13540183,1,2131.0
22622,18303895,125,harlem,Entire home,2,98,3.67,247,126592760,1,2609.0
22623,18305649,200,midtown,Private room,3,0,0.0,0,95994558,1,5794.0
22624,18305741,55,stapleton,Private room,1,13,0.48,362,72603148,3,2176.0
22625,18306436,69,greenpoint,Private room,10,6,0.23,156,33646389,2,3974.0
22626,18306444,215,soho,Entire home,1,83,3.19,214,114548258,2,8880.0
22627,18306713,235,bushwick,Entire home,3,4,0.18,0,67986867,1,2553.0
22628,18307376,42,borough park,Private room,2,7,0.26,0,26634538,1,1995.0
22629,18308486,180,bedford stuyvesant,Private room,2,31,1.16,131,126632094,2,2442.0
22630,18309354,125,morningside heights,Private room,1,4,0.15,0,55778523,1,2250.0
22631,18309683,160,clinton hill,Entire home,4,7,0.26,0,126643339,1,3057.0
22632,18309885,100,harlem,Private room,2,43,1.65,120,3341119,1,2609.0
22633,18310427,39,harlem,Private room,30,5,0.24,202,63417081,8,2609.0
22634,18311851,71,canarsie,Private room,2,2,0.11,364,126663154,1,1821.0
22635,18312034,1475,upper east side,Entire home,1,1,1.0,362,37901086,1,3372.0
22636,18312568,100,upper east side,Private room,5,71,2.67,66,4111729,1,3372.0
22637,18312612,180,hells kitchen,Entire home,4,79,3.03,211,63238467,1,3796.0
22638,18313862,79,south slope,Private room,14,9,0.34,101,1507779,2,2575.0
22639,18313864,60,bedford stuyvesant,Private room,4,39,1.46,338,22591747,1,2442.0
22640,18314102,160,murray hill,Entire home,1,141,5.63,90,64964534,1,4040.0
22641,18314397,110,kips bay,Private room,3,59,2.92,51,94648262,1,3048.0
22642,18314459,193,upper west side,Private room,6,3,0.13,0,72377141,3,3749.0
22643,18314930,50,ridgewood,Private room,2,29,1.11,0,5641114,1,2287.0
22644,18324607,250,carroll gardens,Entire home,2,7,0.27,0,17449165,1,3194.0
22645,18325063,72,long island city,Private room,3,11,0.42,341,20017962,1,3774.0
22646,18326156,50,williamsburg,Private room,4,6,0.23,0,42928837,1,3352.0
22647,18326238,35,williamsburg,Private room,2,0,0.0,0,2141311,2,3352.0
22648,18327453,90,park slope,Private room,2,8,0.32,0,5140287,1,3172.0
22649,18327630,325,hells kitchen,Entire home,5,84,3.15,69,125545452,1,3796.0
22650,18329309,79,ridgewood,Entire home,9,11,0.48,3,27670418,1,2287.0
22651,18329545,180,chinatown,Private room,1,1,0.04,0,106068562,1,2531.0
22652,18329982,129,greenpoint,Entire home,30,0,0.0,5,7503643,52,3974.0
22653,18330221,125,williamsburg,Entire home,1,0,0.0,0,22089161,1,3352.0
22654,18330346,160,bushwick,Entire home,3,7,0.26,23,327033,2,2553.0
22655,18331097,100,flushing,Private room,2,63,2.37,335,120767920,10,2264.0
22656,18331925,110,kensington,Entire home,40,0,0.0,118,1390999,1,2042.0
22657,18332922,278,lower east side,Entire home,5,53,2.01,30,3859814,1,4016.0
22658,18338709,100,east harlem,Private room,1,1,0.04,0,15303279,1,2664.0
22659,18338719,350,west village,Entire home,3,0,0.0,0,25221153,1,5794.0
22660,18340320,200,harlem,Entire home,1,4,0.15,365,81671685,1,2609.0
22661,18340498,39,flatbush ditmas park,Private room,2,7,0.27,0,33723491,1,2231.0
22662,18340599,99,east new york,Private room,2,50,1.92,180,66064924,1,1863.0
22663,18341576,110,harlem,Entire home,30,3,0.12,249,4213096,1,2609.0
22664,18342361,250,upper west side,Private room,3,78,2.93,246,126922318,1,3749.0
22665,18342727,199,bushwick,Private room,4,2,0.07,179,33870377,1,2553.0
22666,18347330,150,crown heights,Entire home,3,2,0.08,0,36678842,1,2321.0
22667,18347469,55,harlem,Private room,1,4,0.15,0,126973731,1,2609.0
22668,18348443,60,bedford stuyvesant,Private room,1,3,0.11,0,26091462,2,2442.0
22669,18348512,65,hells kitchen,Private room,5,31,1.2,54,126984603,1,3796.0
22670,18353019,45,fresh meadows,Private room,1,8,0.3,0,40972641,2,1651.0
22671,18354443,150,east village,Entire home,30,3,0.13,0,12144814,1,3241.0
22672,18354821,50,astoria,Private room,1,6,0.23,0,832695,1,2620.0
22673,18355480,250,williamsburg,Private room,1,0,0.0,0,16718650,1,3352.0
22674,18356695,120,morningside heights,Entire home,14,5,0.21,79,5143286,1,2250.0
22675,18357504,54,bedford stuyvesant,Private room,2,14,0.52,0,5454042,1,2442.0
22676,18357865,150,upper west side,Entire home,30,1,0.04,188,3404698,1,3749.0
22677,18357947,100,williamsburg,Private room,1,60,2.25,78,8541180,1,3352.0
22678,18358279,130,financial district,Entire home,3,19,0.72,244,44852596,1,5594.0
22679,18358343,95,nolita,Private room,4,25,0.95,38,127080012,1,3128.0
22680,18358363,36,bedford stuyvesant,Private room,30,15,0.61,0,40532977,4,2442.0
22681,18358437,115,upper east side,Private room,2,36,1.38,3,41869754,1,3372.0
22682,18358470,199,greenpoint,Entire home,30,3,0.28,310,7503643,52,3974.0
22683,18358606,195,east harlem,Entire home,2,87,3.29,213,122877644,1,2664.0
22684,18358621,350,hells kitchen,Entire home,1,96,3.63,253,3169815,1,3796.0
22685,18358644,72,bushwick,Private room,3,12,0.47,0,127082964,2,2553.0
22686,18359115,145,upper east side,Entire home,10,4,0.16,0,43887030,1,3372.0
22687,18359426,48,arverne,Private room,1,62,2.35,3,82562435,2,1685.0
22688,18359593,35,bedford stuyvesant,Private room,20,0,0.0,0,127092689,1,2442.0
22689,18360149,42,prospect lefferts gardens,Private room,2,0,0.0,0,34918098,1,2042.0
22690,18361045,225,downtown brooklyn,Entire home,1,15,0.59,87,11553221,1,4438.0
22691,18361390,149,upper west side,Entire home,7,5,0.21,10,127113351,1,3749.0
22692,18362628,75,lower east side,Private room,2,4,0.16,0,22866591,1,4016.0
22693,18366609,46,inwood,Private room,1,14,0.55,0,127164761,1,1787.0
22694,18366942,100,howard beach,Private room,2,0,0.0,0,127080164,1,1849.0
22695,18369169,130,hells kitchen,Private room,4,91,3.42,254,32044305,1,3796.0
22696,18369887,150,east harlem,Entire home,2,39,1.48,0,2946771,1,2664.0
22697,18370699,145,greenpoint,Entire home,2,20,0.76,98,36883838,1,3974.0
22698,18370979,95,clinton hill,Private room,2,45,2.11,43,127196839,1,3057.0
22699,18371333,49,bushwick,Private room,2,24,0.91,0,7496038,1,2553.0
22700,18372104,220,upper west side,Entire home,30,4,0.16,124,127218433,1,3749.0
22701,18373279,200,fort greene,Entire home,30,1,0.1,188,8221838,1,3174.0
22702,18373404,150,bedford stuyvesant,Entire home,1,131,4.96,185,14588919,1,2442.0
22703,18374250,30,bedford stuyvesant,Private room,1,9,0.34,0,66961768,1,2442.0
22704,18374647,187,bedford stuyvesant,Private room,2,31,2.69,35,88734376,1,2442.0
22705,18375021,85,bedford stuyvesant,Private room,28,9,0.35,189,3788839,4,2442.0
22706,18375246,54,bedford stuyvesant,Private room,2,8,0.3,0,127250455,1,2442.0
22707,18375685,175,prospect lefferts gardens,Entire home,2,104,4.0,168,76225580,2,2042.0
22708,18375815,38,tremont,Private room,2,33,1.27,327,127249880,2,
22709,18377036,53,university heights,Private room,3,55,2.15,80,13649613,4,2087.0
22710,18381623,145,east village,Private room,4,64,2.46,136,23036053,1,3241.0
22711,18385188,173,gowanus,Entire home,2,100,3.88,18,127341412,1,3026.0
22712,18386105,150,bedford stuyvesant,Entire home,3,40,1.6,170,126501524,3,2442.0
22713,18386307,89,chelsea,Entire home,110,6,0.26,332,7245581,19,6327.0
22714,18386494,200,windsor terrace,Entire home,2,100,3.78,244,17930,2,2442.0
22715,18386915,120,park slope,Entire home,2,86,3.24,185,32706119,2,3172.0
22716,18387366,54,bushwick,Private room,2,3,0.14,0,88314328,1,2553.0
22717,18387744,50,crown heights,Private room,1,6,0.23,0,47550622,1,2321.0
22718,18387798,45,crown heights,Private room,14,10,0.42,322,126929216,3,2321.0
22719,18388152,59,crown heights,Private room,15,3,0.16,311,126929216,3,2321.0
22720,18388706,149,upper west side,Entire home,3,0,0.0,0,18767676,1,3749.0
22721,18389694,142,lower east side,Entire home,4,2,0.07,187,43107610,1,4016.0
22722,18390143,120,hells kitchen,Private room,2,32,1.25,90,91167002,3,3796.0
22723,18390316,70,bedford stuyvesant,Private room,2,13,0.49,0,126632094,2,2442.0
22724,18390907,200,bedford stuyvesant,Entire home,1,37,1.53,5,3695964,1,2442.0
22725,18391905,299,greenpoint,Entire home,2,76,3.11,0,501456,4,3974.0
22726,18392140,80,prospect lefferts gardens,Entire home,14,1,0.04,0,2828476,1,2042.0
22727,18392309,60,windsor terrace,Private room,2,3,0.12,0,7426741,1,2442.0
22728,18393354,99,midtown,Shared room,1,1,0.08,365,2845,2,5794.0
22729,18393650,60,upper west side,Private room,14,0,0.0,0,18784994,1,3749.0
22730,18393805,46,bedford stuyvesant,Private room,2,71,2.69,309,127412674,2,2442.0
22731,18394653,60,east flatbush,Private room,2,20,0.81,190,44140036,2,2131.0
22732,18396197,175,carroll gardens,Entire home,4,4,0.16,0,23722638,2,3194.0
22733,18396281,75,harlem,Private room,14,7,0.29,310,228252,2,2609.0
22734,18397006,180,flushing,Private room,1,0,0.0,0,127449170,1,2264.0
22735,18397124,70,washington heights,Private room,1,23,0.87,138,127450854,1,1954.0
22736,18399865,190,east village,Entire home,1,105,3.97,306,2552603,1,3241.0
22737,18402330,60,parkchester,Private room,2,89,3.36,30,33434914,4,1687.0
22738,18402568,45,parkchester,Private room,2,74,2.89,34,33434914,4,1687.0
22739,18404373,450,sunset park,Entire home,1,5,0.27,179,10593759,1,1843.0
22740,18404432,99,astoria,Entire home,4,1,0.04,0,104170260,1,2620.0
22741,18404936,37,harlem,Private room,30,4,0.18,291,63417081,8,2609.0
22742,18406606,100,crown heights,Entire home,7,1,0.09,78,35387196,4,2321.0
22743,18407251,197,forest hills,Entire home,3,24,0.9,0,10335937,1,2264.0
22744,18407764,90,williamsburg,Private room,2,4,0.15,0,31681589,1,3352.0
22745,18408236,188,prospect heights,Entire home,2,59,2.25,28,124287074,1,4216.0
22746,18409148,110,greenwich village,Entire home,10,2,0.08,0,20242206,1,3727.0
22747,18410069,175,flatbush ditmas park,Entire home,7,3,0.47,0,7934771,1,2231.0
22748,18410445,100,washington heights,Private room,2,102,3.84,213,63408461,1,1954.0
22749,18411056,295,harlem,Entire home,1,52,5.05,256,127567480,1,2609.0
22750,18411446,99,flushing,Entire home,2,88,3.38,120,10366837,3,2264.0
22751,18411925,70,upper west side,Private room,1,1,0.04,0,38886949,2,3749.0
22752,18412771,55,washington heights,Private room,21,8,0.52,38,127583166,2,1954.0
22753,18414310,65,stapleton,Private room,1,37,1.41,356,72603148,3,2176.0
22754,18415505,99,harlem,Entire home,5,35,1.32,1,11191325,1,2609.0
22755,18415952,60,chinatown,Private room,1,6,0.23,0,39619320,1,2531.0
22756,18423707,259,midtown,Entire home,7,0,0.0,0,15786933,1,5794.0
22757,18423938,159,upper west side,Entire home,30,0,0.0,342,22541573,87,3749.0
22758,18424903,300,east harlem,Entire home,3,53,2.03,104,2948325,1,2664.0
22759,18424928,210,south slope,Entire home,3,5,0.21,3,1507779,2,2575.0
22760,18425106,195,soho,Entire home,30,1,0.25,365,22541573,87,8880.0
22761,18425988,96,gramercy park,Entire home,1,3,0.11,0,92634775,1,5217.0
22762,18427825,80,east flatbush,Entire home,3,38,1.45,78,127539184,2,2131.0
22763,18429093,160,upper east side,Entire home,31,7,0.29,330,113805886,33,3372.0
22764,18429435,199,long island city,Private room,1,6,0.26,53,127560222,2,3774.0
22765,18430588,35,harlem,Private room,30,7,0.28,78,63417081,8,2609.0
22766,18430686,80,hells kitchen,Private room,3,42,1.58,172,17577495,3,3796.0
22767,18431566,35,east harlem,Private room,1,0,0.0,0,38721832,1,2664.0
22768,18432636,55,williamsburg,Private room,5,9,0.34,20,107778395,1,3352.0
22769,18432894,207,bushwick,Entire home,2,78,3.06,231,6455775,1,2553.0
22770,18433038,59,ditmars steinway,Private room,1,77,2.97,198,127762325,1,2287.0
22771,18433781,75,bedford stuyvesant,Private room,1,70,2.79,220,54548000,2,2442.0
22772,18434309,49,sunnyside,Private room,7,4,0.19,90,25473311,2,2544.0
22773,18439203,115,east new york,Entire home,2,118,4.47,121,127814176,1,1863.0
22774,18440017,40,washington heights,Private room,2,3,0.42,276,75973505,1,1954.0
22775,18442048,33,allerton,Private room,1,0,0.0,179,25385574,1,3006.0
22776,18442196,199,gravesend,Private room,3,0,0.0,363,121419684,1,1719.0
22777,18442569,93,bushwick,Entire home,30,1,0.04,45,6198836,1,2553.0
22778,18443902,159,west village,Entire home,4,6,0.23,0,11586111,1,5794.0
22779,18444575,150,little italy,Entire home,3,12,0.47,0,5945526,1,2842.0
22780,18445522,86,financial district,Entire home,70,5,0.22,203,14664356,1,5594.0
22781,18447712,75,bushwick,Private room,1,0,0.0,0,127886968,1,2553.0
22782,18448376,57,harlem,Private room,2,0,0.0,0,11308807,2,2609.0
22783,18448446,200,hells kitchen,Entire home,30,1,0.07,330,51501835,31,3796.0
22784,18448516,50,mount hope,Private room,1,6,0.23,0,127895318,1,
22785,18448556,120,upper east side,Private room,2,9,0.35,0,115529602,1,3372.0
22786,18449942,100,inwood,Entire home,2,0,0.0,0,127911754,1,1787.0
22787,18449954,90,crown heights,Entire home,31,62,2.38,269,127910599,1,2321.0
22788,18450009,50,clinton hill,Private room,2,3,0.12,0,36457711,2,3057.0
22789,18450143,100,flatbush ditmas park,Entire home,3,62,2.37,108,127721863,1,2231.0
22790,18450490,35,washington heights,Private room,30,1,0.04,0,127917641,1,1954.0
22791,18455236,94,williamsburg,Entire home,2,29,1.1,1,3470710,1,3352.0
22792,18455830,190,bushwick,Entire home,3,42,1.62,303,60160069,1,2553.0
22793,18456751,86,east village,Private room,3,1,0.05,0,70334862,1,3241.0
22794,18456975,199,midtown,Entire home,30,0,0.0,189,30283594,121,5794.0
22795,18457273,55,inwood,Private room,2,4,0.15,0,17420574,1,1787.0
22796,18458323,226,gramercy park,Entire home,2,15,0.58,0,68274298,1,5217.0
22797,18459547,186,vinegar hill,Entire home,30,1,1.0,1,1349266,1,3441.0
22798,18459948,170,east village,Entire home,7,9,0.35,0,127998381,1,3241.0
22799,18460119,100,roosevelt island,Private room,2,85,3.28,211,127999994,1,3373.0
22800,18460679,90,bushwick,Private room,5,16,0.61,37,14666091,1,2553.0
22801,18460756,50,bushwick,Private room,1,100,4.03,2,128004958,1,2553.0
22802,18461296,119,hells kitchen,Entire home,1,12,0.45,0,116848523,1,3796.0
22803,18461891,110,ditmars steinway,Entire home,6,0,0.0,0,916092,1,2287.0
22804,18462291,80,harlem,Entire home,2,40,1.51,0,57900598,1,2609.0
22805,18462681,64,flatbush ditmas park,Private room,7,17,0.72,0,30555297,1,2231.0
22806,18462718,47,flushing,Private room,2,79,3.15,346,120767920,10,2264.0
22807,18463609,100,bedford stuyvesant,Entire home,2,77,2.96,277,31315421,1,2442.0
22808,18470545,49,crown heights,Private room,2,39,1.53,84,38120363,2,2321.0
22809,18471232,100,crown heights,Private room,1,28,1.92,88,4894044,1,2321.0
22810,18471276,47,bedford stuyvesant,Private room,1,4,0.15,0,122294799,1,2442.0
22811,18471556,150,williamsburg,Entire home,3,4,0.15,0,82665319,1,3352.0
22812,18471815,43,morningside heights,Private room,2,0,0.0,0,42951693,1,2250.0
22813,18472494,165,bedford stuyvesant,Entire home,4,67,2.66,74,60077252,1,2442.0
22814,18472524,70,sunnyside,Private room,3,8,0.3,0,78272395,1,2544.0
22815,18473439,49,borough park,Private room,2,126,4.82,45,20438455,2,1995.0
22816,18475187,199,east village,Entire home,3,10,0.43,0,639926,1,3241.0
22817,18476474,90,harlem,Private room,2,136,5.13,204,98861076,1,2609.0
22818,18476851,60,bensonhurst,Private room,3,43,1.65,173,106430338,2,1754.0
22819,18477009,125,clinton hill,Private room,2,5,0.19,350,38068387,4,3057.0
22820,18477226,100,clinton hill,Private room,2,11,0.43,347,38068387,4,3057.0
22821,18477519,80,lower east side,Entire home,14,1,0.06,0,9667737,1,4016.0
22822,18481196,200,chelsea,Entire home,1,12,0.6,8,1750685,1,6327.0
22823,18484597,50,morningside heights,Private room,5,1,0.04,0,8594019,2,2250.0
22824,18485393,185,east harlem,Entire home,1,0,0.0,0,128244964,1,2664.0
22825,18485487,37,washington heights,Private room,7,1,0.04,0,3083244,1,1954.0
22826,18485922,135,jackson heights,Entire home,6,2,0.11,195,12700569,1,2153.0
22827,18486698,50,bushwick,Private room,1,9,0.34,0,81712146,1,2553.0
22828,18486868,60,crown heights,Private room,30,21,0.81,1,13929469,1,2321.0
22829,18487817,40,bushwick,Private room,7,0,0.0,0,17381128,1,2553.0
22830,18488077,40,bushwick,Private room,3,7,0.26,12,1540270,1,2553.0
22831,18488335,85,harlem,Entire home,3,35,1.36,40,12293403,2,2609.0
22832,18488833,85,flatbush ditmas park,Entire home,6,14,0.53,339,10285950,3,2231.0
22833,18489366,165,prospect heights,Entire home,2,21,3.73,146,4775716,1,4216.0
22834,18489843,200,greenpoint,Entire home,15,3,0.12,342,4193618,1,3974.0
22835,18490141,10,jamaica,Entire home,1,43,1.68,252,97001292,1,1954.0
22836,18491689,134,east village,Entire home,2,0,0.0,0,128307950,1,3241.0
22837,18493375,60,williamsburg,Private room,1,8,0.36,31,36012265,7,3352.0
22838,18496255,400,flushing,Entire home,1,8,0.34,255,23234988,6,2264.0
22839,18496331,124,williamsburg,Private room,1,5,0.2,111,21680683,2,3352.0
22840,18496902,75,clinton hill,Private room,2,1,0.04,0,4350083,1,3057.0
22841,18498466,106,williamsburg,Entire home,2,20,0.76,0,510745,2,3352.0
22842,18499050,190,park slope,Entire home,4,60,2.29,155,351465,1,3172.0
22843,18499074,80,bedford stuyvesant,Private room,5,11,0.9,340,127714840,1,2442.0
22844,18500556,199,sheepshead bay,Private room,1,0,0.0,0,128385204,1,1818.0
22845,18500972,60,ridgewood,Entire home,7,0,0.0,0,30157754,1,2287.0
22846,18502246,50,east flatbush,Private room,2,21,0.83,31,106272021,3,2131.0
22847,18503701,78,harlem,Private room,3,88,3.36,189,128413939,1,2609.0
22848,18503779,79,williamsburg,Private room,1,11,0.42,0,128414475,3,3352.0
22849,18503789,75,bedford stuyvesant,Private room,4,8,0.32,0,60981198,3,2442.0
22850,18504151,205,financial district,Private room,2,41,1.56,308,128417181,1,5594.0
22851,18504631,50,jamaica,Private room,7,11,0.44,0,5828830,2,1954.0
22852,18505453,99,upper west side,Entire home,1,7,0.26,0,90846964,1,3749.0
